,Titles,URL,Category,Rating
571,Learn Game development with Unity & C#,game.gamedevelopment.gamedev.makegames.mobilegames.creategame.learngame,['EDUCATION'],4.345912
572,LEGO® Education SPIKE™,com.lego.education.spike,['EDUCATION'],4.3
573,Motores a 4 Tiempos,com.eversoft.motores,['EDUCATION'],4.667575
574,Learn Unreal Engine 4 Game Development,com.stroyed.lern.ue4,['EDUCATION'],4.1666665
575,Kids Educational Game 2 Free,com.pescapps.gamekids2free,['GAME_EDUCATIONAL'],4.3441076
576,Bimi Boo Toddler Games,com.bimiboo.playandlearn,['GAME_EDUCATIONAL'],4.262024
577,Vehicle Sounds For Early Learning Kids & Toddlers,com.codeflowdevelopers.vehiclesounds,['EDUCATION'],4.428571
578,Motorcycle Manuals - All about motorcycles,com.johnmarin.manualesmotos,['EDUCATION'],4.322034
579,Preschool All-In-One,com.jg.spongeminds.preschooldemo,['GAME_EDUCATIONAL'],4.1026874
580,Kids Academy: Kids Preschool Learning – All In One,com.gkgrips.preschoollearninggames,['GAME_EDUCATIONAL'],4.03
581,Kids Preschool Learning | Nursery Toddler games,years.kids.educational.nursery,['EDUCATION'],4.7733335
582,Balloon Pop : Toddler Games for preschool kids,ge.bebi.balloon.pop.game,['GAME_EDUCATIONAL'],4.6354775
583,Praadis Education - Kids Learning App,com.praadis.kidslearningapp,['EDUCATION'],4.8067226
584,Kids Matching Game,com.hegodev.matchit,['EDUCATION'],4.0471463
585,Toddler Games for 2+ Year Olds,com.iz.baby.games.kids.toddler.learning.girls.boys.puzzle.preschool.game.children,['GAME_EDUCATIONAL'],4.23
586,Accessible Dictionary | অভিগম্য অভিধান,com.programextended.www.accessibledictionaryoffline,['EDUCATION'],4.4158416
587,DISaBility,com.boysbrigadeni.disability,['EDUCATION'],4.352941
588,"Truck games for kids - build a house, car wash",com.gokids.transportbuilding,['GAME_EDUCATIONAL'],4.0202966
589,Cerebral Palsy,com.cdac.cerebral_palsy,['EDUCATION'],4.714286
590,SSA Child Assessment English,com.cdac.child_english,['EDUCATION'],4.6363635
591,Avaz AAC,com.avazapp.international.lite,['EDUCATION'],4.118644
592,SSA Child Assessment Gujarati,com.cdac.child_gujarathi,['EDUCATION'],4.5833335
593,Phonics - Sounds to Words for beginning readers,au.com.parrotfish.phonemic.lite,['GAME_EDUCATIONAL'],4.16
594,Braille Academy: Learn and Train Touch Reading!,digital.dong.braille,['EDUCATION'],4.732673
595,Unicaf | UK University Degree Scholarships,com.app.unicaf,['EDUCATION'],4.314136
596,T-Mobile® FamilyMode™,com.tmobile.familycontrols,['PARENTING'],4.204473
597,Family Locator - GPS Location Tracker Find Family,com.family.locator.find.my.kids,['PARENTING'],4.5974026
598,CircleOf | Family Caregiving,com.mywaysmobile,['HEALTH_AND_FITNESS'],4.4666667
599,Talkspace Counseling & Therapy,com.talkspace.talkspaceapp,['HEALTH_AND_FITNESS'],4.143216
600,Emporia - Empowerment of Persons with Disabilities,bd.gov.epwdict,['EDUCATION'],4.652174
601,Visual Disability Simulator,com.braccia.abled,['EDUCATION'],4.285714
602,DIP Cambodia,com.application.mosvy.disability,['HEALTH_AND_FITNESS'],4.5
603,"Child Support, Expenses & Alimony for Co-Parents",com.supportpay,['PARENTING'],4.15
604,AngelSense Guardian,com.angelsense.mobile,['PARENTING'],4.33
605,SSA Child Assessment Hindi,com.cdac.child_hindi,['EDUCATION'],4.2727275
606,Psychology of education,com.sqsapps.psychology_of_education,['EDUCATION'],4.8
607,Learn Android App Development - Android Tutorials,androidapp.learn.development.programming.coding.learnandroid.appdevelopment.androiddevelopment,['EDUCATION'],4.5820894
608,Learn music theory with Sonid,org.stroopwafel.music.app,['EDUCATION'],4.4174757
609,PTSD Family Coach,gov.va.mobilehealth.ncptsd.ptsdfamilycoach,['HEALTH_AND_FITNESS'],4.121212
610,Aspiring Teachers,co.kevin.bqwcn,['EDUCATION'],4.1666665
611,Diseases Treatments Dictionary,com.diseases.treatment_dictionary,['EDUCATION'],4.477095
612,Heart Diseases & Treatment,com.lionasys.heartdisordersapp,['HEALTH_AND_FITNESS'],4.45
613,All Disease Treatment & Health Care Dictionary,com.skappstudio.alldiseasetreatment,['HEALTH_AND_FITNESS'],4.927835
614,BMI Disease Tracker - AI Health Check Up,com.application.bmiobesity,['HEALTH_AND_FITNESS'],4.6634617
615,CDC,gov.cdc.general,['HEALTH_AND_FITNESS'],4.131707
616,Disease,com.cdac.nhpdisease,['EDUCATION'],4.59375
617,Ophthalmology Offline,com.book.medical.opthalmology,['EDUCATION'],4.5625
618,Symptomate – Symptom checker,com.symptomate.mobile,['HEALTH_AND_FITNESS'],4.5120482
619,Infectious Diseases & Treatment,com.andromo.dev553557.app1010152,['EDUCATION'],4.177419
620,Solve the Outbreak,gov.cdc.sto,['EDUCATION'],4.49
621,AR Disease Simulation,com.hovar.diseaseSimAR,['GAME_EDUCATIONAL'],4.428571
622,Skin diseases and treatment offline,com.jstech.skindiseases.dermatology,['HEALTH_AND_FITNESS'],4.2105265
623,Heartpedia,com.cardinal.childrensheartencyclopedia,['HEALTH_AND_FITNESS'],4.46
624,Health Education,com.andromo.dev708372.app811732,['EDUCATION'],4.3783784
625,CDC Health IQ,gov.cdc.healthiq,['GAME_EDUCATIONAL'],4.45098
626,Communicable Diseases,com.andromo.dev700805.app908277,['HEALTH_AND_FITNESS'],4.4
627,Disorder & Diseases Dictionary 2021,dvh.com.disease,['HEALTH_AND_FITNESS'],4.56
628,Kidney diseases and Treatment,com.patrikat.kidney.diseases.and.treatment,['HEALTH_AND_FITNESS'],4.316456
629,Doctor At Home,np.com.pacificregmi.doctorathome.remedies.treatment,['HEALTH_AND_FITNESS'],4.6153846
630,Plantix - your crop doctor,com.peat.GartenBank,['EDUCATION'],4.3551216
631,All Drugs and Diseases,com.truthpower.all_disease_and_disorders,['HEALTH_AND_FITNESS'],4.448276
632,Pre-PG: Clinical NEET PG NEXT Prep | INICET | FMGE,com.pre_pg,['EDUCATION'],4.67547
633,Medical Quiz - Prepare for Medical Licensing Exams,com.medicallicensingexam.quiz,['EDUCATION'],4.4150944
634,Medical Quiz Questions And Answers,com.medical.quiz,['GAME_EDUCATIONAL'],4.14
635,Clinical Skills,com.andromo.dev737641.app846648,['EDUCATION'],4.857143
636,Picmonic: Nursing school RN LPN NP NCLEX AANP ANCC,com.picmonic.androidapp,['EDUCATION'],4.76259
637,Pepi Hospital: Learn & Care,com.PepiPlay.PepiHospital,['GAME_EDUCATIONAL'],4.0457025
638,MedNotes - For & By Medical Students,in.mednotes.MedNotes,['EDUCATION'],4.6890755
639,MedLearn | Medical Education,com.medical.medlearnapp,['EDUCATION'],4.1386137
640,Clinical History & Examination,com.andromo.dev738202.app843996,['EDUCATION'],4.49
641,Medical Pro Guide,com.medical.proguide,['EDUCATION'],4.5546217
642,sqadia.com Medical Lectures,tv.uscreen.sqadiacom,['EDUCATION'],4.3913045
643,Clinical Radiology,com.andromo.dev738202.app840887,['EDUCATION'],4.3333335
644,Clinical Pharmacology,com.andromo.dev737641.app839777,['EDUCATION'],4.3516483
645,Medical Pocket Prep,com.pocketprep.android.medical,['EDUCATION'],4.72549
646,Clinical Pediatrics,com.andromo.dev738202.app862209,['EDUCATION'],4.56
647,MedLearn - Medical Education,com.medical.medlearntest,['EDUCATION'],4.029412
648,Clinical Lab Science Review,com.clsreview.clsreview,['EDUCATION'],4.0735292
649,MBBS Study App,info.therithal.brainkart.mbbsstudyapp,['EDUCATION'],4.24
650,All Medical Mnemonics,medical.mnemonics,['EDUCATION'],4.6666665
651,Nursing Course Online Free,com.forsdeveloper.freenursingcourse,['EDUCATION'],4.23
652,All Medical Mnemonics (Colored & Illustrative),com.andromo.dev686997.app754398,['EDUCATION'],4.17
653,"My Nursing Mastery: Student, NCLEX & Nurse's Guide",com.hltcorp.nursing,['EDUCATION'],4.17
654,Medical School (Study Guide),com.andromo.dev677432.app895048,['EDUCATION'],4.4736843
655,Doctapp - Medical & Dental Students Companion,com.student_companion,['EDUCATION'],4.4886365
656,Medical Books,medical.books,['EDUCATION'],4.07
657,MedicalBookPDF,com.appsforyouzahid.MedicalBookPDF,['EDUCATION'],4.06
658,healow,com.ecw.healow,['HEALTH_AND_FITNESS'],4.0492105
659,MyCLNQ,com.ssivixlab.MYCLNQ,['HEALTH_AND_FITNESS'],4.8190475
660,Baby Care games - mini baby games for boys & girls,com.gamesforkids.babygames.babycare,['GAME_EDUCATIONAL'],4.3762374
661,OK Play: Create. Play. Share.,com.okco.okplay,['EDUCATION'],4.3095236
662,Mira: Trauma and PTSD Support,org.miratx.app,['HEALTH_AND_FITNESS'],4.207547
663,Toca Life: Hospital,com.tocaboca.tocahospital,['EDUCATION'],4.1119633
664,Grade 6 Common Core Math Test & Practice 2020,effortlessmath.commoncore6th,['EDUCATION'],4.12
665,Grade 8 STAAR Math Test & Practice 2020,effortlessmath.staar8th,['EDUCATION'],4.16
666,"SpeedyPaper: Essay Writer Help, Homework Helper",com.speedyadviser,['EDUCATION'],4.2376237
667,Edusat Learning,com.edusat.courses,['EDUCATION'],4.9038463
668,SMART math exercises for basic school pupils,com.vizuali.smart,['EDUCATION'],4.090909
669,Zabanyad | زبانیاد,com.farabeen.zabanyad.google,['EDUCATION'],4.84
670,Learn Bengali Quickly Free,com.altergyan.learnbengaliquicklyfree,['EDUCATION'],4.1994047
671,Alive: Fire  Scenarios,com.alive.firescenarios,['EDUCATION'],4.571429
672,Learn Tamil Quickly,com.altergyan.learntamilquickly,['EDUCATION'],4.3407135
673,Learn Akan,com.sibylsystems.learn_akan,['EDUCATION'],4.48
674,AugLi - Fun interactive way to build future skills,com.augli,['EDUCATION'],4.37
675,Learn Pacing FREE,com.VirtualRnLLC.LearnPacing,['EDUCATION'],4.125
676,St John Ambulance First Aid,com.sja.firstaid,['HEALTH_AND_FITNESS'],4.6
677,"ACT Prep: Practice Tests, Flashcards, Quizzes",com.varsitytutors.learningtools.act,['EDUCATION'],4.43
678,Critical Thinking and Reflective Practices,com.sqsapps.crit_think_reflect_pract,['EDUCATION'],4.6666665
679,Certification Questions – Free Exams & Dumps,com.certquestions.mobile.app,['EDUCATION'],4.62
680,Coding Dojo - Improve your programming logic,com.traveltest.coding_dojo_app,['EDUCATION'],4.730769
681,LogIQids: Learning Activity to Boost your kids IQ,com.logiqids,['EDUCATION'],4.607143
682,"Logical Reasoning Test : Practice, Tips & Tricks",nithra.math.logicalreasoning,['EDUCATION'],4.4285398
683,Logical & reasoning question for all exam of 2021,com.logicalandreasoning.exam2021,['EDUCATION'],4.2894735
684,Teacher Interview question answers,com.techseers.teacherinterviewquestionanswers,['EDUCATION'],4.26
685,makeITsimpleTT,com.makeITsimpleTT.makeitsimplefirstapp,['EDUCATION'],4.7727275
686,LiveBoard Interactive Whiteboard App,com.inconceptlabs.liveboard,['EDUCATION'],4.4244413
687,Teacher App : Live teaching app for teachers,com.bodhiaiteacherflutter.in,['EDUCATION'],4.1764708
688,Wise - Online Teaching app,com.wise.app,['EDUCATION'],4.0676413
689,Teaching Methods Quiz,com.teachingmethodsquiz.iscdeveloper,['EDUCATION'],4.428571
690,"Kohbee: Teach online, Free Online Teaching app",com.Kohbee.live,['EDUCATION'],4.71
691,General Methods of Teaching,com.sqsapps.general_method_of_teac,['EDUCATION'],4.0454545
692,Assessment in Education,com.sqsapps.assessment_education,['EDUCATION'],4.5
693,TeachApp,com.devyogis.teachapp,['EDUCATION'],4.5147057
694,Psychology Quiz,com.sanaedutech.psychology,['EDUCATION'],4.5728154
695,AP Psychology Prep: Practice Tests and Flashcards,com.varsitytutors.learningtools.appsychology,['EDUCATION'],4.46
696,Education Psychology CTET REET PTET UTET,com.hifistudyhelp.Psychology,['EDUCATION'],4.6829267
